num,day,period,code,met,clo,COMFORT,PREFERENCE,day_time.x,status_fan,sensor,FC,setpoint,week,d2,day_factor,day_time.y,Tar,RH
616,2022-01-26T00:00:00Z,T,FOC75,1.1,0.5,1,0,2022-01-26T16:38:00Z,0,20589755,2,23,3,7,01/26,2022-01-26T16:38:00Z,25.04,67.87
618,2022-01-26T00:00:00Z,T,JR78,1.1,0.5,1,-1,2022-01-26T16:39:00Z,1,20589711,2,23,3,7,01/26,2022-01-26T16:38:00Z,25.23,67.41
619,2022-01-26T00:00:00Z,T,SBP62,1.1,0.5,1,0,2022-01-26T16:40:00Z,1,20589744,2,23,3,7,01/26,2022-01-26T16:40:00Z,25.28,67.43
620,2022-01-26T00:00:00Z,T,LR80,1.1,0.5,-1,-1,2022-01-26T16:41:00Z,1,20589718,1,23,3,7,01/26,2022-01-26T16:41:00Z,25.23,64.18
621,2022-01-26T00:00:00Z,T,MD82,1.1,0.29,-1,-1,2022-01-26T16:49:00Z,1,20589746,2,23,3,7,01/26,2022-01-26T16:49:00Z,24.92,66.87
622,2022-01-26T00:00:00Z,T,FOC75,1.1,0.5,1,0,2022-01-26T17:02:00Z,0,20589755,2,23,3,7,01/26,2022-01-26T16:58:00Z,25.21,65.11
623,2022-01-26T00:00:00Z,T,JH72,1.1,0.5,2,0,2022-01-26T17:34:00Z,1,20589711,2,23,3,7,01/26,2022-01-26T17:33:00Z,25.11,63.84
624,2022-01-27T00:00:00Z,M,SBP62,1.1,0.44999999999999996,2,0,2022-01-27T09:17:00Z,0,20589744,2,26,3,7,01/27,2022-01-27T09:15:00Z,25.79,65.23
625,2022-01-27T00:00:00Z,M,RS68,1.1,0.5,1,-1,2022-01-27T09:22:00Z,1,20589711,2,26,3,7,01/27,2022-01-27T09:18:00Z,25.6,65.53
626,2022-01-27T00:00:00Z,M,AD03,1.58,0.5,2,0,2022-01-27T09:33:00Z,1,20589718,1,26,3,7,01/27,2022-01-27T09:31:00Z,24.94,59.59
627,2022-01-27T00:00:00Z,M,JF79,1.1,0.5,-1,1,2022-01-27T10:03:00Z,0,20589707,1,26,3,7,01/27,2022-01-27T10:01:00Z,25.09,60.23
628,2022-01-27T00:00:00Z,M,JH72,1.1,0.5,1,-1,2022-01-27T10:13:00Z,1,20589711,2,26,3,7,01/27,2022-01-27T10:13:00Z,25.74,65.09
629,2022-01-27T00:00:00Z,M,SBP62,1.1,0.44999999999999996,1,0,2022-01-27T11:07:00Z,0,20589744,2,26,3,7,01/27,2022-01-27T11:05:00Z,26.04,66.21
630,2022-01-27T00:00:00Z,M,JH72,1.1,0.5,1,-1,2022-01-27T11:07:00Z,1,20589711,2,26,3,7,01/27,2022-01-27T11:03:00Z,25.87,66.85
631,2022-01-27T00:00:00Z,M,JF79,1.1,0.58,1,1,2022-01-27T11:11:00Z,0,20589707,1,26,3,7,01/27,2022-01-27T11:11:00Z,25.11,59.18
632,2022-01-27T00:00:00Z,M,PMC78,1.1,0.58,-1,-1,2022-01-27T11:38:00Z,1,20589728,1,26,3,7,01/27,2022-01-27T11:34:00Z,26.43,57.98
633,2022-01-27T00:00:00Z,M,CA01,1.1,0.44999999999999996,2,0,2022-01-27T11:42:00Z,0,20589707,1,26,3,7,01/27,2022-01-27T11:41:00Z,24.97,58.25
634,2022-01-27T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-01-27T12:02:00Z,0,20589718,1,26,3,7,01/27,2022-01-27T12:01:00Z,25.06,59.08
635,2022-01-27T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-01-27T15:34:00Z,1,20589711,2,24,3,7,01/27,2022-01-27T15:33:00Z,25.6,63.75
636,2022-01-27T00:00:00Z,T,PMC78,1.1,0.58,-1,0,2022-01-27T15:43:00Z,1,20589728,1,24,3,7,01/27,2022-01-27T15:39:00Z,26.23,55.3
637,2022-01-27T00:00:00Z,T,JH72,1.1,0.5,-1,-1,2022-01-27T15:46:00Z,0,20589711,2,24,3,7,01/27,2022-01-27T15:43:00Z,25.57,63.57
638,2022-01-27T00:00:00Z,T,SBP62,1.1,0.44999999999999996,1,0,2022-01-27T15:59:00Z,0,20589744,2,24,3,7,01/27,2022-01-27T15:55:00Z,25.91,62.92
639,2022-01-27T00:00:00Z,T,JF79,1.58,0.58,-2,1,2022-01-27T16:06:00Z,0,20589707,1,24,3,7,01/27,2022-01-27T16:06:00Z,24.22,59.23
640,2022-01-28T00:00:00Z,M,SBP62,1.1,0.5,1,0,2022-01-28T09:25:00Z,1,20589744,2,24,3,8,01/28,2022-01-28T09:25:00Z,25.43,62.16
641,2022-01-28T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-01-28T09:26:00Z,1,20589718,1,24,3,8,01/28,2022-01-28T09:26:00Z,24.44,60.91
642,2022-01-28T00:00:00Z,M,JH72,1.1,0.5,2,0,2022-01-28T09:26:00Z,1,20589711,2,24,3,8,01/28,2022-01-28T09:23:00Z,24.34,66.43
643,2022-01-28T00:00:00Z,M,CA01,1.1,0.58,2,0,2022-01-28T09:29:00Z,0,20589707,1,24,3,8,01/28,2022-01-28T09:26:00Z,24.39,60.03
644,2022-01-28T00:00:00Z,M,JF79,1.1,0.8799999999999999,1,0,2022-01-28T10:19:00Z,0,20589707,1,24,3,8,01/28,2022-01-28T10:16:00Z,23.95,63.5
645,2022-01-28T00:00:00Z,M,PMC78,1.1,0.58,1,-1,2022-01-28T10:21:00Z,1,20589728,1,24,3,8,01/28,2022-01-28T10:19:00Z,26.08,57.69
646,2022-01-28T00:00:00Z,M,AD03,1.58,0.5,2,0,2022-01-28T10:56:00Z,0,20589718,1,24,3,8,01/28,2022-01-28T10:56:00Z,24.94,66.16
647,2022-01-28T00:00:00Z,M,SBP62,1.1,0.5,1,0,2022-01-28T10:57:00Z,1,20589744,2,24,3,8,01/28,2022-01-28T10:55:00Z,25.5,63.53
648,2022-01-28T00:00:00Z,M,CA01,1.1,0.58,2,0,2022-01-28T11:17:00Z,0,20589707,1,24,3,8,01/28,2022-01-28T11:16:00Z,24.73,67.53
649,2022-01-28T00:00:00Z,M,JH72,1.1,0.5,2,0,2022-01-28T11:31:00Z,1,20589711,2,24,3,8,01/28,2022-01-28T11:28:00Z,24.36,68.92
650,2022-01-28T00:00:00Z,M,GR95,1.1,0.58,-1,-1,2022-01-28T11:51:00Z,1,20589746,2,24,3,8,01/28,2022-01-28T11:49:00Z,24.24,65.75
651,2022-01-28T00:00:00Z,T,RS68,1.1,0.5,1,0,2022-01-28T15:19:00Z,0,20589711,2,24,3,8,01/28,2022-01-28T15:18:00Z,24.27,64.01
652,2022-01-28T00:00:00Z,T,SBP62,1.1,0.5,1,0,2022-01-28T15:21:00Z,1,20589744,2,24,3,8,01/28,2022-01-28T15:20:00Z,25.21,59.67
653,2022-01-28T00:00:00Z,T,PMC78,1.1,0.58,-1,-1,2022-01-28T15:27:00Z,0,20589728,1,24,3,8,01/28,2022-01-28T15:24:00Z,25.79,57.03
654,2022-01-28T00:00:00Z,T,AC92,1.1,0.44999999999999996,2,0,2022-01-28T15:39:00Z,0,20589707,1,24,3,8,01/28,2022-01-28T15:36:00Z,23.83,61.5
655,2022-01-28T00:00:00Z,T,JH72,1.1,0.5,1,-1,2022-01-28T15:52:00Z,0,20589711,2,24,3,8,01/28,2022-01-28T15:48:00Z,24.24,63.06
656,2022-02-15T00:00:00Z,M,FOC75,1.1,0.5,1,0,2022-02-15T09:17:00Z,0,20589755,2,24,4,8,02/15,2022-02-15T09:13:00Z,25.06,54.49
657,2022-02-15T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-02-15T09:18:00Z,1,20589744,2,24,4,8,02/15,2022-02-15T09:17:00Z,25.65,54.76
658,2022-02-15T00:00:00Z,M,CSB82,1.1,0.44999999999999996,1,0,2022-02-15T09:18:00Z,0,20589764,2,24,4,8,02/15,2022-02-15T09:14:00Z,25.09,54.03
659,2022-02-15T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-02-15T09:20:00Z,0,20589718,1,24,4,8,02/15,2022-02-15T09:20:00Z,24.65,55.2
660,2022-02-15T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-02-15T09:33:00Z,1,20589718,1,24,4,8,02/15,2022-02-15T09:30:00Z,24.56,55.18
661,2022-02-15T00:00:00Z,M,JH72,1.1,0.5,1,-1,2022-02-15T09:36:00Z,0,20589711,2,24,4,8,02/15,2022-02-15T09:34:00Z,25.23,55.83
662,2022-02-15T00:00:00Z,M,RS68,1.1,0.5,1,0,2022-02-15T10:10:00Z,0,20589711,2,24,4,8,02/15,2022-02-15T10:09:00Z,25.28,54.88
663,2022-02-15T00:00:00Z,M,MD82,1.1,0.44999999999999996,-1,-1,2022-02-15T10:11:00Z,0,20589746,2,24,4,8,02/15,2022-02-15T10:08:00Z,24.36,56.13
664,2022-02-15T00:00:00Z,M,BC83,1.1,0.5,1,0,2022-02-15T10:12:00Z,1,20589762,2,24,4,8,02/15,2022-02-15T10:09:00Z,24.77,54.98
665,2022-02-15T00:00:00Z,M,DW57,1.1,0.58,1,0,2022-02-15T10:49:00Z,0,20589759,2,24,4,8,02/15,2022-02-15T10:49:00Z,25.36,54.54
667,2022-02-15T00:00:00Z,M,CSB82,1.1,0.44999999999999996,1,0,2022-02-15T11:01:00Z,0,20589764,2,24,4,8,02/15,2022-02-15T10:59:00Z,24.8,53.37
668,2022-02-15T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-02-15T11:02:00Z,1,20589744,2,24,4,8,02/15,2022-02-15T11:02:00Z,25.57,53.34
669,2022-02-15T00:00:00Z,M,SH76,1.1,0.5,1,-1,2022-02-15T11:02:00Z,0,20589718,1,24,4,8,02/15,2022-02-15T11:00:00Z,24.51,53.86
670,2022-02-15T00:00:00Z,M,RS68,1.1,0.5,1,-1,2022-02-15T11:03:00Z,0,20589711,2,24,4,8,02/15,2022-02-15T10:59:00Z,25.31,52.98
671,2022-02-15T00:00:00Z,M,FL82,1.1,0.5,1,0,2022-02-15T11:05:00Z,0,20589732,2,24,4,8,02/15,2022-02-15T11:05:00Z,25.53,52.81
672,2022-02-15T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-02-15T11:06:00Z,1,20589718,1,24,4,8,02/15,2022-02-15T11:05:00Z,24.53,53.64
673,2022-02-15T00:00:00Z,M,RBJ82,1.58,0.5,1,-1,2022-02-15T11:06:00Z,0,20589762,2,24,4,8,02/15,2022-02-15T11:04:00Z,24.87,53.22
674,2022-02-15T00:00:00Z,M,JH72,1.1,0.5,1,0,2022-02-15T11:07:00Z,0,20589711,2,24,4,8,02/15,2022-02-15T11:04:00Z,25.33,52.78
675,2022-02-15T00:00:00Z,M,JF79,1.1,0.8799999999999999,1,0,2022-02-15T11:08:00Z,0,20589707,1,24,4,8,02/15,2022-02-15T11:06:00Z,24.46,53.66
676,2022-02-15T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-02-15T11:11:00Z,0,20589718,1,24,4,8,02/15,2022-02-15T11:10:00Z,24.56,53.47
677,2022-02-15T00:00:00Z,M,BC83,1.1,0.5,1,-1,2022-02-15T11:42:00Z,1,20589762,2,24,4,8,02/15,2022-02-15T11:39:00Z,24.94,51.34
678,2022-02-15T00:00:00Z,M,CAD82,1.1,0.5,1,-1,2022-02-15T12:28:00Z,1,20589732,2,24,4,8,02/15,2022-02-15T12:25:00Z,25.57,50.59
679,2022-02-15T00:00:00Z,T,AXO82,1.58,0.5,1,0,2022-02-15T13:16:00Z,0,20589746,2,24,4,8,02/15,2022-02-15T13:13:00Z,24.58,50
680,2022-02-15T00:00:00Z,T,MK63,1.58,0.5,1,0,2022-02-15T14:14:00Z,0,20589746,2,24,4,8,02/15,2022-02-15T14:13:00Z,24.51,49.34
681,2022-02-15T00:00:00Z,T,PMC78,1.1,0.58,1,0,2022-02-15T15:45:00Z,0,20589728,1,24,4,8,02/15,2022-02-15T15:43:00Z,26.04,46.31
682,2022-02-15T00:00:00Z,T,CSB82,1.1,0.44999999999999996,1,0,2022-02-15T16:00:00Z,0,20589764,2,24,4,8,02/15,2022-02-15T15:59:00Z,24.92,48.27
683,2022-02-15T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-02-15T16:00:00Z,1,20589744,2,24,4,8,02/15,2022-02-15T15:57:00Z,25.74,47.63
684,2022-02-15T00:00:00Z,T,AXO82,1.1,0.5,1,0,2022-02-15T16:01:00Z,0,20589746,2,24,4,8,02/15,2022-02-15T15:58:00Z,24.39,49.78
685,2022-02-15T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-02-15T16:01:00Z,1,20589711,2,24,4,8,02/15,2022-02-15T15:59:00Z,25.87,47.29
687,2022-02-15T00:00:00Z,T,SH76,1.1,0.5,1,-1,2022-02-15T16:03:00Z,0,20589718,1,24,4,8,02/15,2022-02-15T16:00:00Z,24.15,50.22
688,2022-02-15T00:00:00Z,T,RBJ82,1.1,0.5,1,-1,2022-02-15T16:06:00Z,0,20589762,2,24,4,8,02/15,2022-02-15T16:04:00Z,25.11,48.02
689,2022-02-15T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-02-15T16:13:00Z,1,20589718,1,24,4,8,02/15,2022-02-15T16:10:00Z,24.1,50.34
690,2022-02-15T00:00:00Z,T,BC83,1.1,0.5,1,-1,2022-02-15T16:48:00Z,1,20589762,2,24,4,8,02/15,2022-02-15T16:44:00Z,24.92,49.8
691,2022-02-15T00:00:00Z,T,FOC75,1.1,0.5,1,0,2022-02-15T16:56:00Z,0,20589755,2,24,4,8,02/15,2022-02-15T16:53:00Z,24.75,50.68
692,2022-02-15T00:00:00Z,T,MD82,1.1,0.44999999999999996,1,0,2022-02-15T17:36:00Z,0,20589746,2,24,4,8,02/15,2022-02-15T17:33:00Z,24.15,52.44
693,2022-02-15T00:00:00Z,T,FOC75,1.1,0.5,1,0,2022-02-15T17:46:00Z,0,20589755,2,24,4,8,02/15,2022-02-15T17:43:00Z,24.58,51.44
694,2022-02-16T00:00:00Z,M,CSB82,1.1,0.34,1,0,2022-02-16T09:46:00Z,0,20589764,2,25,4,9,02/16,2022-02-16T09:44:00Z,24.56,54
695,2022-02-16T00:00:00Z,M,SH76,1.58,0.5,2,0,2022-02-16T09:46:00Z,0,20589718,1,25,4,9,02/16,2022-02-16T09:45:00Z,24.34,54.52
696,2022-02-16T00:00:00Z,M,JR78,1.1,0.5,-1,0,2022-02-16T09:46:00Z,1,20589711,2,25,4,9,02/16,2022-02-16T09:44:00Z,25.21,54.61
698,2022-02-16T00:00:00Z,M,RS68,1.1,0.5,1,0,2022-02-16T09:47:00Z,0,20589711,2,25,4,9,02/16,2022-02-16T09:44:00Z,25.21,54.61
699,2022-02-16T00:00:00Z,M,AXO82,1.58,0.5,1,0,2022-02-16T09:48:00Z,0,20589746,2,25,4,9,02/16,2022-02-16T09:48:00Z,24.19,55.03
700,2022-02-16T00:00:00Z,M,MK63,1.58,0.5,1,0,2022-02-16T09:54:00Z,0,20589746,2,25,4,9,02/16,2022-02-16T09:53:00Z,24.22,55.15
701,2022-02-16T00:00:00Z,M,JF79,1.58,0.8799999999999999,-1,1,2022-02-16T09:54:00Z,0,20589707,1,25,4,9,02/16,2022-02-16T09:51:00Z,24.05,54.76
702,2022-02-16T00:00:00Z,M,CA01,1.1,0.5,2,0,2022-02-16T09:57:00Z,0,20589707,1,25,4,9,02/16,2022-02-16T09:56:00Z,24.07,54.61
703,2022-02-16T00:00:00Z,M,FOC75,1.1,0.5,1,0,2022-02-16T10:09:00Z,0,20589755,2,25,4,9,02/16,2022-02-16T10:08:00Z,24.68,53.61
704,2022-02-16T00:00:00Z,M,DW57,1.1,0.5,2,0,2022-02-16T10:10:00Z,0,20589759,2,25,4,9,02/16,2022-02-16T10:09:00Z,25.36,53.78
705,2022-02-16T00:00:00Z,M,JH72,1.1,0.5,1,0,2022-02-16T10:35:00Z,1,20589711,2,25,4,9,02/16,2022-02-16T10:34:00Z,25.33,52.54
706,2022-02-16T00:00:00Z,M,JH72,1.1,0.5,1,0,2022-02-16T10:38:00Z,1,20589711,2,25,4,9,02/16,2022-02-16T10:34:00Z,25.33,52.54
707,2022-02-16T00:00:00Z,M,PMC78,1.1,0.58,1,0,2022-02-16T10:52:00Z,0,20589728,1,25,4,9,02/16,2022-02-16T10:48:00Z,25.89,50.78
708,2022-02-16T00:00:00Z,M,AD03,1.58,0.5,2,0,2022-02-16T10:58:00Z,0,20589718,1,25,4,9,02/16,2022-02-16T10:55:00Z,24.32,52.71
710,2022-02-16T00:00:00Z,T,AXO82,1.1,0.5,1,-1,2022-02-16T14:11:00Z,0,20589746,2,25,4,9,02/16,2022-02-16T14:08:00Z,24.65,54.54
711,2022-02-16T00:00:00Z,T,CSB82,1.1,0.34,-1,-1,2022-02-16T14:11:00Z,0,20589764,2,25,4,9,02/16,2022-02-16T14:09:00Z,24.97,53.37
712,2022-02-16T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-02-16T14:15:00Z,1,20589744,2,25,4,9,02/16,2022-02-16T14:12:00Z,25.77,53.39
713,2022-02-16T00:00:00Z,T,FOC75,1.58,0.5,1,0,2022-02-16T14:19:00Z,0,20589755,2,25,4,9,02/16,2022-02-16T14:18:00Z,24.94,53.44
714,2022-02-16T00:00:00Z,T,RBJ82,1.1,0.5,-1,-1,2022-02-16T14:20:00Z,0,20589762,2,25,4,9,02/16,2022-02-16T14:19:00Z,25.21,53.39
715,2022-02-16T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-02-16T14:24:00Z,0,20589728,1,25,4,9,02/16,2022-02-16T14:23:00Z,26.01,50.88
716,2022-02-16T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-02-16T14:24:00Z,0,20589746,2,25,4,9,02/16,2022-02-16T14:23:00Z,24.63,53.86
717,2022-02-16T00:00:00Z,T,JR78,1.1,0.5,-1,-1,2022-02-16T14:26:00Z,1,20589711,2,25,4,9,02/16,2022-02-16T14:24:00Z,25.65,52.81
718,2022-02-16T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-02-16T15:13:00Z,1,20589718,1,25,4,9,02/16,2022-02-16T15:10:00Z,24.27,52.91
719,2022-02-16T00:00:00Z,T,BC83,1.1,0.5,-1,-1,2022-02-16T16:07:00Z,1,20589762,2,25,4,9,02/16,2022-02-16T16:04:00Z,25.21,52.15
720,2022-02-16T00:00:00Z,T,DW57,1.1,0.5,1,0,2022-02-16T16:07:00Z,0,20589759,2,25,4,9,02/16,2022-02-16T16:04:00Z,25.7,52.49
721,2022-02-16T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-02-16T16:08:00Z,1,20589744,2,25,4,9,02/16,2022-02-16T16:07:00Z,25.79,52.78
722,2022-02-16T00:00:00Z,T,CSB82,1.1,0.34,1,0,2022-02-16T16:08:00Z,0,20589764,2,25,4,9,02/16,2022-02-16T16:04:00Z,24.99,51.37
723,2022-02-16T00:00:00Z,T,AXO82,1.1,0.5,1,0,2022-02-16T16:08:00Z,0,20589746,2,25,4,9,02/16,2022-02-16T16:08:00Z,24.39,53.54
724,2022-02-16T00:00:00Z,T,JF79,1.1,0.8799999999999999,1,1,2022-02-16T16:10:00Z,0,20589707,1,25,4,9,02/16,2022-02-16T16:06:00Z,24.05,53.54
725,2022-02-16T00:00:00Z,T,FOC75,1.1,0.5,1,0,2022-02-16T16:18:00Z,0,20589755,2,25,4,9,02/16,2022-02-16T16:18:00Z,24.75,53.3
726,2022-02-16T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-02-16T16:18:00Z,0,20589746,2,25,4,9,02/16,2022-02-16T16:18:00Z,24.34,53.86
727,2022-02-16T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-02-16T16:25:00Z,0,20589728,1,25,4,9,02/16,2022-02-16T16:23:00Z,25.96,49.78
728,2022-02-16T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-02-16T16:46:00Z,1,20589718,1,25,4,9,02/16,2022-02-16T16:45:00Z,24.07,54.05
729,2022-02-17T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-02-17T10:05:00Z,0,20589746,2,24,4,9,02/17,2022-02-17T10:03:00Z,24.82,58.52
730,2022-02-17T00:00:00Z,M,RS68,1.1,0.5,1,0,2022-02-17T10:05:00Z,0,20589711,2,24,4,9,02/17,2022-02-17T10:04:00Z,25.77,57.96
731,2022-02-17T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-02-17T10:07:00Z,0,20589718,1,24,4,9,02/17,2022-02-17T10:05:00Z,25.06,57.84
732,2022-02-17T00:00:00Z,M,AXO82,1.1,0.29,1,0,2022-02-17T10:08:00Z,0,20589746,2,24,4,9,02/17,2022-02-17T10:08:00Z,24.85,59.2
733,2022-02-17T00:00:00Z,M,CA01,1.1,0.8799999999999999,2,0,2022-02-17T10:11:00Z,0,20589707,1,24,4,9,02/17,2022-02-17T10:11:00Z,24.82,59.13
734,2022-02-17T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-02-17T10:14:00Z,1,20589744,2,24,4,9,02/17,2022-02-17T10:12:00Z,25.82,58.67
735,2022-02-17T00:00:00Z,M,DW57,1.1,0.5,2,0,2022-02-17T10:18:00Z,0,20589759,2,24,4,9,02/17,2022-02-17T10:14:00Z,25.77,58.79
738,2022-02-17T00:00:00Z,M,BC83,1.1,0.5,-1,-1,2022-02-17T10:45:00Z,1,20589762,2,24,4,9,02/17,2022-02-17T10:44:00Z,25.48,60.96
739,2022-02-17T00:00:00Z,M,FOC75,1.1,0.5,1,0,2022-02-17T10:55:00Z,0,20589755,2,24,4,9,02/17,2022-02-17T10:53:00Z,25.33,60.94
740,2022-02-17T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-02-17T11:01:00Z,1,20589718,1,24,4,9,02/17,2022-02-17T11:00:00Z,25.26,60.21
741,2022-02-17T00:00:00Z,M,GR95,1.1,0.5,-1,-1,2022-02-17T12:16:00Z,1,20589746,2,24,4,9,02/17,2022-02-17T12:13:00Z,24.58,56.67
742,2022-02-17T00:00:00Z,T,CSB82,1.58,0.44999999999999996,-1,-1,2022-02-17T14:10:00Z,0,20589764,2,24,4,9,02/17,2022-02-17T14:09:00Z,24.65,56.42
743,2022-02-17T00:00:00Z,T,DW57,1.1,0.58,1,0,2022-02-17T14:11:00Z,0,20589759,2,24,4,9,02/17,2022-02-17T14:09:00Z,25.53,55.86
744,2022-02-17T00:00:00Z,T,SBP62,1.1,0.44999999999999996,1,0,2022-02-17T14:13:00Z,1,20589744,2,24,4,9,02/17,2022-02-17T14:12:00Z,25.77,55.03
745,2022-02-17T00:00:00Z,T,AC92,1.1,0.44999999999999996,2,0,2022-02-17T14:22:00Z,1,20589707,1,24,4,9,02/17,2022-02-17T14:21:00Z,24.1,57.71
746,2022-02-17T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-02-17T14:22:00Z,1,20589711,2,24,4,9,02/17,2022-02-17T14:19:00Z,25.53,55.62
747,2022-02-17T00:00:00Z,T,AC92,1.1,0.44999999999999996,2,0,2022-02-17T14:23:00Z,1,20589707,1,24,4,9,02/17,2022-02-17T14:21:00Z,24.1,57.71
748,2022-02-17T00:00:00Z,T,RBJ82,1.1,0.5,-1,-1,2022-02-17T14:23:00Z,0,20589762,2,24,4,9,02/17,2022-02-17T14:19:00Z,24.99,56.05
749,2022-02-17T00:00:00Z,T,MK63,1.58,0.5,1,0,2022-02-17T14:30:00Z,0,20589746,2,24,4,9,02/17,2022-02-17T14:28:00Z,24.34,57.32
750,2022-02-17T00:00:00Z,T,AXO82,1.1,0.29,1,0,2022-02-17T14:31:00Z,0,20589746,2,24,4,9,02/17,2022-02-17T14:28:00Z,24.34,57.32
751,2022-02-17T00:00:00Z,T,JF79,1.1,0.8799999999999999,-1,1,2022-02-17T15:14:00Z,0,20589707,1,24,4,9,02/17,2022-02-17T15:11:00Z,23.98,56.23
752,2022-02-17T00:00:00Z,T,PMC78,1.1,0.58,-1,-1,2022-02-17T15:24:00Z,1,20589728,1,24,4,9,02/17,2022-02-17T15:23:00Z,26.04,53.3
753,2022-02-17T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-02-17T15:46:00Z,1,20589744,2,24,4,9,02/17,2022-02-17T15:42:00Z,25.84,53.54
754,2022-02-17T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-02-17T15:49:00Z,1,20589711,2,24,4,9,02/17,2022-02-17T15:49:00Z,25.48,54.22
755,2022-02-17T00:00:00Z,T,RBJ82,1.58,0.5,-1,-1,2022-02-17T15:50:00Z,0,20589762,2,24,4,9,02/17,2022-02-17T15:49:00Z,24.77,54.88
756,2022-02-17T00:00:00Z,T,JR78,1.1,0.5,1,-1,2022-02-17T15:52:00Z,1,20589711,2,24,4,9,02/17,2022-02-17T15:49:00Z,25.48,54.22
757,2022-02-17T00:00:00Z,T,CSB82,1.58,0.44999999999999996,1,0,2022-02-17T15:54:00Z,0,20589764,2,24,4,9,02/17,2022-02-17T15:54:00Z,24.68,55.03
758,2022-02-17T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-02-17T15:56:00Z,0,20589746,2,24,4,9,02/17,2022-02-17T15:53:00Z,24.07,57.18
759,2022-02-17T00:00:00Z,T,FOC75,1.1,0.5,1,0,2022-02-17T15:56:00Z,0,20589755,2,24,4,9,02/17,2022-02-17T15:53:00Z,24.63,55.76
760,2022-02-17T00:00:00Z,T,AXO82,1.58,0.29,1,1,2022-02-17T16:09:00Z,0,20589746,2,24,4,9,02/17,2022-02-17T16:08:00Z,24.17,57.81
761,2022-02-17T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-02-17T16:12:00Z,1,20589718,1,24,4,9,02/17,2022-02-17T16:10:00Z,24.15,57.06
762,2022-02-17T00:00:00Z,T,BC83,1.1,0.5,1,0,2022-02-17T16:27:00Z,1,20589762,2,24,4,9,02/17,2022-02-17T16:24:00Z,24.87,56.37
763,2022-02-17T00:00:00Z,T,DW57,1.1,0.5,1,0,2022-02-17T16:38:00Z,0,20589759,2,24,4,9,02/17,2022-02-17T16:34:00Z,25.57,55.49
